hex_ident,altitude(meter),latitude,longitude,date,time,angle,distance(kilometer),squawk,ground_speed(kilometerph),track,callsign
73806A,11872,49.74532,7.55621,2019/01/11,10:20:48.967,-118.26,35.56,4754,796,104,ELY312  
73806A,11872,49.74428,7.56245,2019/01/11,10:20:51.000,-118.77,35.29,4754,796,104,ELY312  
73806A,11872,49.74377,7.56542,2019/01/11,10:20:51.983,-119.02,35.16,4754,796,104,ELY312  
4402BA,11880,50.33350,7.47374,2019/01/11,10:20:55.128,-49.29,54.58,,,,
40624F,11270,49.92588,7.43151,2019/01/11,10:20:59.059,-92.26,36.67,,,,
73806A,11872,49.72939,7.65104,2019/01/11,10:21:20.886,-127.55,31.87,4754,796,104,ELY312  
3C0AC6,10052,49.89474,7.53528,2019/01/11,10:21:30.323,-97.35,29.73,4764,809,111,
40624F,11270,49.90123,7.52737,2019/01/11,10:21:31.766,-96.3,30.16,2260,818,111,
3C0AC6,10052,49.89267,7.54342,2019/01/11,10:21:33.076,-97.81,29.21,4764,809,111,TCX430  
40624F,11270,49.89972,7.53380,2019/01/11,10:21:33.927,-96.61,29.73,2260,818,111,
3C0AC6,10052,49.89116,7.54927,2019/01/11,10:21:35.106,-98.15,28.83,4764,809,111,TCX430  
40624F,11270,49.88420,7.59322,2019/01/11,10:21:54.179,-100.31,25.96,2260,818,111,BAW90BG 
3C0AC6,10052,49.87197,7.62436,2019/01/11,10:22:00.929,-103.47,24.24,4764,809,111,TCX430  
40624F,11270,49.87891,7.61382,2019/01/11,10:22:01.061,-101.86,24.71,2260,818,111,BAW90BG 
3C0AC6,10052,49.87062,7.62978,2019/01/11,10:22:02.765,-103.94,23.93,4764,809,111,TCX430  
40624F,11270,49.87756,7.61969,2019/01/11,10:22:03.158,-102.31,24.35,2260,818,111,BAW90BG 
3C0AC6,10052,49.86988,7.63268,2019/01/11,10:22:03.812,-104.2,23.76,4764,811,111,TCX430  
40624F,11270,49.87619,7.62502,2019/01/11,10:22:04.993,-102.75,24.04,2260,820,111,BAW90BG 
3C0AC6,10052,49.86760,7.64144,2019/01/11,10:22:06.763,-105.02,23.27,4764,811,111,TCX430  
40624F,11270,49.87463,7.63087,2019/01/11,10:22:06.960,-103.26,23.7,2260,820,111,BAW90BG 
3C0AC6,10052,49.86685,7.64439,2019/01/11,10:22:07.811,-105.3,23.11,4764,811,111,TCX430  
3C0AC6,10052,49.86456,7.65321,2019/01/11,10:22:10.826,-106.17,22.62,4764,811,111,TCX430  
40624F,11270,49.86992,7.64851,2019/01/11,10:22:12.857,-104.92,22.7,2260,818,111,BAW90BG 
3C0AC6,10052,49.86086,7.66781,2019/01/11,10:22:15.872,-107.72,21.84,4764,811,111,TCX430  
3C0AC6,10052,49.85934,7.67359,2019/01/11,10:22:17.839,-108.37,21.54,4764,811,111,TCX430  
40624F,11270,49.86552,7.66614,2019/01/11,10:22:18.822,-106.7,21.73,2260,818,111,BAW90BG 
40624F,11270,49.86493,7.66846,2019/01/11,10:22:19.805,-106.95,21.61,2260,818,111,BAW90BG 
3C0AC6,10052,49.85773,7.67996,2019/01/11,10:22:20.003,-109.11,21.22,4764,809,111,TCX430  
3C0AC6,10052,49.85550,7.68862,2019/01/11,10:22:23.016,-110.18,20.79,4764,809,111,TCX430  
40624F,11270,49.86232,7.67785,2019/01/11,10:22:23.016,-108.05,21.12,2260,818,111,BAW90BG 
40624F,11270,49.85486,7.70720,2019/01/11,10:22:32.913,-111.77,19.67,2260,818,111,BAW90BG 
40624F,11278,49.85335,7.71313,2019/01/11,10:22:35.011,-112.61,19.39,2260,818,111,BAW90BG 
3C0AC6,10052,49.84424,7.73228,2019/01/11,10:22:38.023,-116.53,18.83,4764,811,111,TCX430  
40624F,11278,49.85014,7.72483,2019/01/11,10:22:38.941,-114.42,18.89,2260,818,111,BAW90BG 
3C0AC6,10052,49.84357,7.73489,2019/01/11,10:22:38.942,-116.97,18.73,4764,811,111,TCX430  
4402BA,11887,50.23531,7.79599,2019/01/11,10:22:47.856,-26.01,33.88,4767,816,119,
4402BA,11887,50.23340,7.80126,2019/01/11,10:22:49.823,-25.34,33.56,4767,816,119,
3C0AC6,10052,49.83147,7.78179,2019/01/11,10:22:55.064,-126.31,17.15,4764,811,111,TCX430  
40624F,11278,49.83287,7.79101,2019/01/11,10:23:01.553,-127.59,16.6,2260,818,112,BAW90BG 
40624F,11278,49.83229,7.79400,2019/01/11,10:23:02.536,-128.28,16.51,2260,818,112,BAW90BG 
40624F,11278,49.83119,7.79747,2019/01/11,10:23:03.650,-129.21,16.44,2260,818,112,BAW90BG 
40624F,11278,49.82904,7.80571,2019/01/11,10:23:06.534,-131.38,16.26,2260,818,112,BAW90BG 
471F71,11270,49.87746,7.65042,2019/01/11,10:23:25.607,-103.58,22.28,,816,112,
40624F,11278,49.80968,7.87980,2019/01/11,10:23:32.028,-155.85,15.77,2260,816,112,BAW90BG 
471F71,11270,49.86671,7.69095,2019/01/11,10:23:39.499,-107.99,20.07,2731,816,112,
471F71,11270,49.85112,7.74974,2019/01/11,10:23:59.621,-116.9,17.37,2731,818,112,WZZ301  
471F71,11278,49.83293,7.81807,2019/01/11,10:24:23.020,-133.1,15.39,2731,818,112,WZZ301  
471F71,11278,49.83128,7.82429,2019/01/11,10:24:25.181,-134.98,15.29,2731,818,112,WZZ301  
471F4B,11270,49.77105,7.22930,2019/01/11,10:24:46.482,-104.22,54.72,,,,
780218,6663,49.76198,7.72151,2019/01/11,10:24:58.147,-130.72,25.86,,,,CPA038D 
780218,6709,49.75763,7.64526,2019/01/11,10:25:23.839,-123.24,29.87,1000,,,CPA038D 
471F4B,11270,49.79586,7.36077,2019/01/11,10:25:32.031,-104.93,44.92,1000,794,73,
780218,6701,49.75493,7.59871,2019/01/11,10:25:39.437,-119.89,32.53,1000,,,CPA038D 
471F4B,11270,49.80475,7.40790,2019/01/11,10:25:48.023,-105.27,41.42,1000,794,73,
471F4B,11270,49.80743,7.42213,2019/01/11,10:25:51.955,-105.38,40.36,1000,794,73,
471F4B,11270,49.81085,7.44034,2019/01/11,10:25:57.984,-105.54,39.01,1000,794,73,
471F4B,11270,49.81131,7.44279,2019/01/11,10:25:58.772,-105.56,38.83,1000,794,73,
471F4B,11270,49.81383,7.45623,2019/01/11,10:26:04.473,-105.68,37.83,1000,794,73,
471F4B,11270,49.81732,7.47634,2019/01/11,10:26:10.306,-105.91,36.35,1000,794,73,WZZ2DH  
471F4B,11270,49.81783,7.47961,2019/01/11,10:26:11.291,-105.96,36.11,1000,798,75,WZZ2DH  
471F4B,11263,49.81879,7.48603,2019/01/11,10:26:13.387,-106.06,35.65,1000,798,75,WZZ2DH  
780218,6701,49.74837,7.48874,2019/01/11,10:26:16.859,-114.26,39.26,1000,,,CPA038D 
471F4B,11270,49.82378,7.52975,2019/01/11,10:26:27.871,-107,32.56,1000,798,75,WZZ2DH  
471F4B,11270,49.82412,7.53298,2019/01/11,10:26:28.855,-107.08,32.33,1000,798,75,WZZ2DH  
780218,6701,49.74614,7.45083,2019/01/11,10:26:29.705,-112.81,41.68,1000,,,CPA038D 
471F4B,11270,49.82474,7.53886,2019/01/11,10:26:30.754,-107.23,31.92,1000,798,75,WZZ2DH  
471F4B,11270,49.82510,7.54219,2019/01/11,10:26:31.739,-107.32,31.68,1000,798,75,WZZ2DH  
7807BB,3685,50.12462,7.67026,2019/01/11,10:26:42.945,-55.66,27.86,,640,111,
7807BB,3663,50.12224,7.68653,2019/01/11,10:26:49.760,-54.37,26.86,546,631,103,
7807BB,3663,50.12200,7.68843,2019/01/11,10:26:50.680,-54.21,26.75,546,631,103,
471F4B,11270,49.83252,7.61215,2019/01/11,10:26:54.676,-109.53,26.83,1000,803,80,WZZ2DH  
471F4B,11270,49.83352,7.62125,2019/01/11,10:26:57.691,-109.87,26.2,1000,803,80,WZZ2DH  
471F4B,11270,49.83394,7.62518,2019/01/11,10:26:58.804,-110.03,25.93,1000,803,80,WZZ2DH  
471F4B,11270,49.83417,7.62770,2019/01/11,10:26:59.592,-110.14,25.76,1000,803,80,WZZ2DH  
3C648A,5346,49.75832,7.80817,2019/01/11,10:27:03.918,-145.26,22.95,,,,
3C648A,5376,49.75832,7.80037,2019/01/11,10:27:06.473,-143.73,23.19,,,,
3C648A,5399,49.75832,7.79755,2019/01/11,10:27:08.046,-143.2,23.28,,,,
471F4B,11270,49.83723,7.65646,2019/01/11,10:27:09.160,-111.43,23.8,1000,803,80,WZZ2DH  
7807BB,3579,50.11803,7.73524,2019/01/11,10:27:10.077,-49.19,24.25,546,624,96,
7807BB,3579,50.11794,7.73640,2019/01/11,10:27:10.602,-49.05,24.19,546,620,96,
7807BB,3579,50.11786,7.73764,2019/01/11,10:27:11.126,-48.89,24.13,546,620,96,
3C648A,5498,49.75832,7.76979,2019/01/11,10:27:17.090,-138.3,24.24,,783,270,
3C648A,5505,49.75829,7.76704,2019/01/11,10:27:18.009,-137.86,24.34,626,783,270,
471F4B,11278,49.84148,7.69615,2019/01/11,10:27:22.007,-113.64,21.13,1000,801,80,WZZ2DH  
471F4B,11278,49.84395,7.71901,2019/01/11,10:27:29.739,-115.22,19.62,1000,801,80,WZZ2DH  
7807BB,3487,50.11428,7.78218,2019/01/11,10:27:30.004,-42.51,22,546,600,97,
3C648A,5650,49.75824,7.72873,2019/01/11,10:27:30.198,-132.23,25.88,626,783,270,
3C648A,5665,49.75824,7.72517,2019/01/11,10:27:31.837,-131.76,26.03,626,783,270,
471F4B,11270,49.84579,7.73662,2019/01/11,10:27:35.441,-116.65,18.48,1000,801,80,WZZ2DH  
hex_ident,altitude(meter),latitude,longitude,date,time,angle,distance(kilometer),squawk,ground_speed(kilometerph),track,callsign
4CA9D4,11270,49.94012,7.66133,2019/01/11,11:28:02.729,-91.13,20.17,,,,
76CEF5,9443,50.33835,7.62899,2019/01/11,11:28:03.516,-37.53,49.07,2270,,,
76CEF5,9443,50.33789,7.63167,2019/01/11,11:28:04.369,-37.33,48.94,2270,,,
4069EA,10052,49.83752,7.86265,2019/01/11,11:28:06.465,-144.37,13.32,5245,818,113,
4CA9D4,11270,49.93661,7.67272,2019/01/11,11:28:06.793,-91.95,19.37,,,,
76CEF5,9443,50.33577,7.64441,2019/01/11,11:28:08.039,-36.33,48.33,2270,,,
76CEF5,9443,50.33531,7.64708,2019/01/11,11:28:08.955,-36.12,48.2,2270,,,
76CEF5,9443,50.33419,7.65376,2019/01/11,11:28:10.923,-35.58,47.88,2270,888,104,
4CA9D4,11270,49.93053,7.69243,2019/01/11,11:28:13.873,-93.54,18.01,5257,798,115,RYR9714 
76CEF5,9443,50.33249,7.66376,2019/01/11,11:28:14.002,-34.75,47.4,2270,888,104,
4CA9D4,11270,49.92974,7.69503,2019/01/11,11:28:14.790,-93.77,17.83,5257,798,115,RYR9714 
4CA9D4,11270,49.92888,7.69780,2019/01/11,11:28:15.773,-94.02,17.65,5257,798,115,RYR9714 
4CA9D4,11270,49.92714,7.70335,2019/01/11,11:28:17.804,-94.54,17.27,5257,798,115,RYR9714 
4CA9D4,11270,49.92383,7.71418,2019/01/11,11:28:21.671,-95.61,16.55,5257,798,115,RYR9714 
4CA9D4,11270,49.90938,7.76068,2019/01/11,11:28:38.448,-101.63,13.66,5257,798,115,RYR9714 
4CA9D4,11270,49.90591,7.77194,2019/01/11,11:28:42.447,-103.52,13.01,5257,798,115,RYR9714 
4CA9D4,11270,49.90228,7.78360,2019/01/11,11:28:46.641,-105.73,12.38,5257,798,115,RYR9714 
4CA9D4,11270,49.90139,7.78641,2019/01/11,11:28:47.689,-106.31,12.24,5257,798,115,RYR9714 
4CA9D4,11270,49.89986,7.79147,2019/01/11,11:28:49.524,-107.38,11.98,5257,798,115,RYR9714 
4CA9D4,11270,49.89194,7.81692,2019/01/11,11:28:58.635,-113.81,10.82,5257,798,115,RYR9714 
4CA9D4,11270,49.88850,7.82812,2019/01/11,11:29:02.633,-117.27,10.39,5257,798,115,RYR9714 
4CA9D4,11270,49.88768,7.83072,2019/01/11,11:29:03.617,-118.14,10.3,5257,798,115,RYR9714 
4CA9D4,11270,49.88681,7.83347,2019/01/11,11:29:04.599,-119.1,10.2,5257,798,115,RYR9714 
4CA9D4,11270,49.88516,7.83882,2019/01/11,11:29:06.500,-121.03,10.03,5257,798,115,RYR9714 
AA92FC,3358,50.10182,7.70416,2019/01/11,11:29:55.786,-55.76,24.35,,,,
4CA6FD,11270,49.94268,7.39395,2019/01/11,11:29:56.244,-90.28,39.29,,,,
AA92FC,3350,50.09854,7.71248,2019/01/11,11:29:59.717,-55.38,23.68,,,,
AA92FC,3343,50.09491,7.72108,2019/01/11,11:30:03.782,-55.01,22.96,,640,121,UAL46   
AA92FC,3343,50.09290,7.72563,2019/01/11,11:30:06.009,-54.81,22.58,2011,644,123,UAL46   
AA92FC,3343,50.09095,7.72992,2019/01/11,11:30:08.043,-54.63,22.21,2011,644,123,UAL46   
AA92FC,3343,50.08830,7.73593,2019/01/11,11:30:10.990,-54.36,21.7,2011,644,123,UAL46   
AA92FC,3343,50.08658,7.73987,2019/01/11,11:30:12.826,-54.17,21.37,2011,644,123,UAL46   
4CA6FD,11270,49.92593,7.44725,2019/01/11,11:30:15.446,-92.33,35.55,112,800,116,
AA92FC,3343,50.08402,7.74566,2019/01/11,11:30:15.709,-53.88,20.88,2011,646,124,UAL46   
4CA6FD,11270,49.92403,7.45336,2019/01/11,11:30:17.543,-92.59,35.13,112,800,116,
AA92FC,3343,50.08118,7.75204,2019/01/11,11:30:18.788,-53.55,20.34,2011,644,124,UAL46   
AA92FC,3343,50.08026,7.75411,2019/01/11,11:30:19.837,-53.44,20.16,2011,646,124,UAL46   
AA92FC,3343,50.07742,7.76054,2019/01/11,11:30:22.853,-53.07,19.62,2011,646,124,UAL46   
AA92FC,3343,50.07652,7.76266,2019/01/11,11:30:23.901,-52.94,19.45,2011,648,124,UAL46   
AA92FC,3343,50.07578,7.76430,2019/01/11,11:30:24.689,-52.84,19.31,2011,648,124,UAL46   
AA92FC,3343,50.07485,7.76637,2019/01/11,11:30:25.671,-52.72,19.13,2011,648,124,UAL46   
AA92FC,3343,50.07312,7.77030,2019/01/11,11:30:27.572,-52.47,18.8,2011,648,124,UAL46   
AA92FC,3343,50.07211,7.77261,2019/01/11,11:30:28.686,-52.32,18.61,2011,648,124,UAL46   
AA92FC,3343,50.07168,7.77364,2019/01/11,11:30:29.144,-52.24,18.53,2011,648,124,UAL46   
AA92FC,3343,50.07121,7.77468,2019/01/11,11:30:29.734,-52.18,18.44,2011,648,124,UAL46   
AA92FC,3343,50.07038,7.77654,2019/01/11,11:30:30.587,-52.05,18.28,2011,648,124,UAL46   
AA92FC,3343,50.06946,7.77861,2019/01/11,11:30:31.569,-51.91,18.11,2011,648,124,UAL46   
AA92FC,3343,50.06819,7.78151,2019/01/11,11:30:33.013,-51.7,17.87,2011,648,124,UAL46   
AA92FC,3343,50.06772,7.78255,2019/01/11,11:30:33.406,-51.63,17.78,2011,648,124,UAL46   
AA92FC,3343,50.06586,7.78663,2019/01/11,11:30:35.436,-51.34,17.43,2011,648,124,UAL46   
AA92FC,3343,50.06367,7.79161,2019/01/11,11:30:37.927,-50.95,17.02,2011,648,124,UAL46   
AA92FC,3343,50.06310,7.79292,2019/01/11,11:30:38.451,-50.84,16.91,2011,648,124,UAL46   
AA92FC,3343,50.06209,7.79516,2019/01/11,11:30:39.565,-50.66,16.72,2011,648,124,UAL46   
AA92FC,3343,50.06018,7.79955,2019/01/11,11:30:41.727,-50.28,16.36,2011,648,124,UAL46   
AA92FC,3343,50.05813,7.80408,2019/01/11,11:30:43.827,-49.88,15.98,2011,648,124,UAL46   
4CA93A,11880,49.97653,7.44301,2019/01/11,11:30:44.088,-86.28,35.93,,,,
AA92FC,3343,50.05618,7.80839,2019/01/11,11:30:45.989,-49.49,15.62,2011,648,124,UAL46   
4CA6FD,11270,49.89515,7.54508,2019/01/11,11:30:50.511,-97.47,29.03,112,800,115,
AA92FC,3343,50.04217,7.83986,2019/01/11,11:31:01.195,-45.76,13.03,2011,648,124,UAL46   
AA92FC,3343,50.04112,7.84207,2019/01/11,11:31:02.307,-45.45,12.85,2011,648,124,UAL46   
AA92FC,3343,50.03928,7.84624,2019/01/11,11:31:04.273,-44.8,12.51,2011,648,124,UAL46   
4CA93A,11880,49.95949,7.50240,2019/01/11,11:31:04.863,-88.09,31.56,,807,113,
AA92FC,3343,50.03828,7.84850,2019/01/11,11:31:05.322,-44.44,12.33,2011,648,124,UAL46   
4CA6FD,11270,49.88189,7.58732,2019/01/11,11:31:05.782,-100.51,26.43,112,800,115,
AA92FC,3343,50.03746,7.85033,2019/01/11,11:31:06.242,-44.13,12.18,2011,648,124,UAL46   
AA92FC,3343,50.03645,7.85262,2019/01/11,11:31:07.355,-43.73,12,2011,648,124,UAL46   
4CA93A,11880,49.95721,7.51034,2019/01/11,11:31:07.683,-88.37,30.98,4724,807,113,RYR7NN  
4CA93A,11880,49.95639,7.51320,2019/01/11,11:31:08.732,-88.47,30.78,4724,807,114,RYR7NN  
AA92FC,3350,50.03275,7.86086,2019/01/11,11:31:11.417,-42.19,11.34,2011,648,124,UAL46   
4CA93A,11880,49.95395,7.52177,2019/01/11,11:31:11.744,-88.79,30.15,4724,807,114,RYR7NN  
AA92FC,3350,50.02986,7.86730,2019/01/11,11:31:14.499,-40.83,10.83,2011,648,124,UAL46   
AA92FC,3350,50.02708,7.87349,2019/01/11,11:31:17.449,-39.37,10.34,2011,648,124,UAL46   
4CA6FD,11270,49.87141,7.62073,2019/01/11,11:31:17.710,-103.42,24.51,112,800,115,
4CA6FD,11270,49.87056,7.62350,2019/01/11,11:31:18.692,-103.69,24.35,112,800,116,
AA92FC,3350,50.02522,7.87764,2019/01/11,11:31:19.414,-38.3,10.02,2011,651,124,UAL46   
4CA6FD,11270,49.86969,7.62629,2019/01/11,11:31:19.807,-103.96,24.2,112,800,116,
AA92FC,3350,50.02438,7.87950,2019/01/11,11:31:20.397,-37.79,9.87,2011,651,124,UAL46   
4CA6FD,11270,49.86862,7.62963,2019/01/11,11:31:20.857,-104.29,24.02,112,800,116,
AA92FC,3350,50.02233,7.88410,2019/01/11,11:31:22.624,-36.45,9.52,2011,651,124,UAL46   
4CA6FD,11270,49.86703,7.63463,2019/01/11,11:31:22.693,-104.8,23.75,112,800,116,
AA92FC,3350,50.02057,7.88804,2019/01/11,11:31:24.461,-35.2,9.22,2011,651,124,UAL46   
4CA6FD,11270,49.86443,7.64300,2019/01/11,11:31:25.773,-105.67,23.3,112,800,116,RYR4CT  
4CA6FD,11270,49.86336,7.64634,2019/01/11,11:31:26.884,-106.04,23.13,112,800,116,RYR4CT  
AA92FC,3350,50.01777,7.89434,2019/01/11,11:31:27.474,-32.98,8.75,2011,653,124,UAL46   
4CA93A,11880,49.93845,7.57530,2019/01/11,11:31:30.358,-91.12,26.33,4724,807,114,RYR7NN  
4CA6FD,11270,49.85987,7.65740,2019/01/11,11:31:30.882,-107.3,22.56,112,800,116,RYR4CT  
AA92FC,3343,50.01465,7.90177,2019/01/11,11:31:31.013,-29.89,8.23,2011,653,124,UAL46   
AA92FC,3343,50.01375,7.90387,2019/01/11,11:31:31.997,-28.93,8.08,2011,653,123,UAL46   
AA92FC,3343,50.01293,7.90607,2019/01/11,11:31:32.980,-27.84,7.94,2011,659,123,UAL46   
4CA93A,11880,49.93597,7.58389,2019/01/11,11:31:33.439,-91.56,25.72,4724,807,114,RYR7NN  
4CA6FD,11270,49.85651,7.66795,2019/01/11,11:31:34.750,-108.57,22.05,112,801,116,RYR4CT  
AA92FC,3343,50.01135,7.91053,2019/01/11,11:31:35.012,-25.44,7.68,2011,659,121,UAL46   
4CA93A,11880,49.93428,7.58953,2019/01/11,11:31:35.340,-91.87,25.33,4724,807,114,RYR7NN  
AA92FC,3343,50.01070,7.91253,2019/01/11,11:31:35.929,-24.27,7.56,2011,659,120,UAL46   
AA92FC,3343,50.00999,7.91478,2019/01/11,11:31:36.912,-22.9,7.44,2011,657,119,UAL46   
AA92FC,3343,50.00930,7.91706,2019/01/11,11:31:37.831,-21.43,7.33,2011,657,119,UAL46   
AA92FC,3343,50.00874,7.91914,2019/01/11,11:31:38.748,-20.02,7.23,2011,655,116,UAL46   
4CA6FD,11270,49.84767,7.69578,2019/01/11,11:31:44.711,-112.34,20.78,112,801,116,RYR4CT  
4CA93A,11880,49.92653,7.61627,2019/01/11,11:31:44.909,-93.44,23.48,4724,807,114,RYR7NN  
4CA6FD,11270,49.84520,7.70351,2019/01/11,11:31:47.529,-113.51,20.46,112,801,116,RYR4CT  
4CA6FD,11270,49.84115,7.71626,2019/01/11,11:31:52.117,-115.55,19.96,112,801,116,RYR4CT  
4CA6FD,11270,49.84026,7.71905,2019/01/11,11:31:53.100,-116.02,19.86,112,801,116,RYR4CT  
4CA6FD,11270,49.83938,7.72183,2019/01/11,11:31:54.084,-116.49,19.76,112,801,116,RYR4CT  
4CA6FD,11270,49.83869,7.72406,2019/01/11,11:31:55.066,-116.87,19.67,112,801,116,RYR4CT  
4CA93A,11880,49.90956,7.67489,2019/01/11,11:32:05.553,-97.92,19.61,4724,807,114,RYR7NN  
4CA6FD,11270,49.82272,7.77401,2019/01/11,11:32:12.894,-127.04,18.25,112,801,116,RYR4CT  
4CA6FD,11270,49.82020,7.78181,2019/01/11,11:32:15.712,-128.92,18.1,112,803,116,RYR4CT  
4CA6FD,11270,49.81934,7.78461,2019/01/11,11:32:16.826,-129.6,18.04,112,803,116,RYR4CT  
4062A4,10661,49.79898,7.42401,2019/01/11,11:32:17.023,-106.33,40.61,4741,,,TOM812  
4CA93A,11880,49.89175,7.73618,2019/01/11,11:32:27.116,-105.11,15.97,4724,805,114,RYR7NN  
4CA93A,11880,49.88914,7.74529,2019/01/11,11:32:30.261,-106.49,15.48,4724,805,114,RYR7NN  
4CA93A,11880,49.88566,7.75724,2019/01/11,11:32:34.325,-108.5,14.87,4724,805,114,RYR7NN  
AA92FC,3350,50.01682,8.04806,2019/01/11,11:32:34.653,54.76,10.91,2011,648,108,UAL46   
4062A4,10661,49.77835,7.47709,2019/01/11,11:32:36.160,-110.43,38.22,4741,,,TOM812  
4CA93A,11880,49.87774,7.78441,2019/01/11,11:32:44.026,-113.94,13.63,4724,805,114,RYR7NN  
4062A4,10661,49.76979,7.49921,2019/01/11,11:32:44.221,-112.35,37.33,4741,,,TOM812  
4CA93A,11880,49.87628,7.78952,2019/01/11,11:32:45.925,-115.1,13.42,4724,805,114,RYR7NN  
4CA93A,11880,49.86918,7.81388,2019/01/11,11:32:54.512,-121.55,12.55,4724,803,114,RYR7NN  
4CA93A,11880,49.86342,7.83369,2019/01/11,11:33:01.458,-127.95,12.03,4724,803,114,RYR7NN  
4CA93A,11880,49.86261,7.83652,2019/01/11,11:33:02.441,-128.96,11.96,4724,803,114,RYR7NN  
3C6448,6138,49.82552,7.86744,2019/01/11,11:33:04.014,-148.76,14.4,,,,
3C6448,6282,49.82444,7.83459,2019/01/11,11:33:16.138,-139.23,15.54,630,757,268,DLH24J  
3C6448,6297,49.82433,7.83101,2019/01/11,11:33:16.926,-138.33,15.68,630,757,268,DLH24J  
3C6448,6313,49.82421,7.82754,2019/01/11,11:33:17.908,-137.49,15.82,630,757,268,DLH24J  
3C6448,6343,49.82401,7.82227,2019/01/11,11:33:19.744,-136.27,16.04,630,763,267,DLH24J  
3C6448,6435,49.82346,7.80653,2019/01/11,11:33:24.857,-132.89,16.73,630,763,267,DLH24J  
3C6448,6450,49.82337,7.80341,2019/01/11,11:33:25.839,-132.27,16.87,630,761,267,DLH24J  
3C6448,6564,49.82268,7.78302,2019/01/11,11:33:32.589,-128.57,17.83,630,757,267,DLH24J  
3C6448,6602,49.82235,7.77416,2019/01/11,11:33:35.538,-127.15,18.27,630,759,267,DLH24J  
3C6448,6617,49.82225,7.77097,2019/01/11,11:33:36.521,-126.66,18.43,630,759,267,DLH24J  
3C6448,6633,49.82213,7.76777,2019/01/11,11:33:37.505,-126.18,18.6,630,759,267,DLH24J  
3C6448,6671,49.82195,7.76206,2019/01/11,11:33:40.585,-125.35,18.89,630,759,267,DLH24J  
3C6448,6693,49.82167,7.75512,2019/01/11,11:33:42.552,-124.4,19.26,630,759,267,DLH24J  
3C6448,6754,49.82112,7.73915,2019/01/11,11:33:47.926,-122.37,20.12,630,759,267,DLH24J  
4062A4,10661,49.69200,7.69830,2019/01/11,11:33:56.576,-137.1,33.21,4741,835,120,TOM812  
3C6448,6838,49.82016,7.71084,2019/01/11,11:33:57.036,-119.28,21.7,630,772,267,DLH24J  
3C6448,6846,49.82007,7.70832,2019/01/11,11:33:57.888,-119.04,21.85,630,772,267,DLH24J  
3C6448,6853,49.81997,7.70513,2019/01/11,11:33:58.870,-118.73,22.03,630,774,267,DLH24J  
3C6448,6869,49.81979,7.69941,2019/01/11,11:34:00.706,-118.19,22.36,630,775,267,DLH24J  
3C6448,6876,49.81969,7.69652,2019/01/11,11:34:01.688,-117.93,22.53,630,775,267,DLH24J  
3C6448,6899,49.81960,7.69414,2019/01/11,11:34:03.656,-117.72,22.67,630,777,268,DLH24J  
AAB001,3350,50.09422,7.72267,2019/01/11,11:34:05.949,-54.94,22.83,,,,
3C6448,6952,49.81867,7.66764,2019/01/11,11:34:11.848,-115.57,24.25,630,779,267,DLH24J  
3C6448,6952,49.81853,7.66445,2019/01/11,11:34:12.831,-115.34,24.45,630,781,267,DLH24J  
3C6448,6975,49.81820,7.65495,2019/01/11,11:34:15.911,-114.66,25.03,630,779,267,DLH24J  
AAB001,3343,50.07962,7.75584,2019/01/11,11:34:21.941,-53.31,20.03,,648,123,
3C6448,7006,49.81750,7.63572,2019/01/11,11:34:22.071,-113.4,26.22,630,779,267,DLH24J  
3C6448,7013,49.81737,7.63253,2019/01/11,11:34:23.055,-113.2,26.42,630,779,267,DLH24J  
3C6448,7013,49.81728,7.62957,2019/01/11,11:34:23.973,-113.02,26.6,630,779,267,DLH24J  
AAB001,3343,50.07675,7.76229,2019/01/11,11:34:25.022,-52.94,19.48,,648,123,
AAB001,3343,50.07587,7.76437,2019/01/11,11:34:26.069,-52.81,19.31,,648,123,
3C6448,7036,49.81704,7.62288,2019/01/11,11:34:26.856,-112.62,27.02,630,777,267,DLH24J  
AAB001,3343,50.07424,7.76808,2019/01/11,11:34:27.904,-52.58,19,5232,648,124,UAL932  
3C6448,7036,49.81699,7.62154,2019/01/11,11:34:27.904,-112.55,27.11,630,777,267,DLH24J  
AAB001,3343,50.07238,7.77223,2019/01/11,11:34:29.806,-52.32,18.65,5232,648,124,UAL932  
AAB001,3343,50.07202,7.77312,2019/01/11,11:34:30.263,-52.25,18.58,5232,648,124,UAL932  
3C6448,7051,49.81657,7.61085,2019/01/11,11:34:30.854,-111.96,27.78,630,777,267,DLH24J  
AAB001,3343,50.07010,7.77743,2019/01/11,11:34:32.361,-51.96,18.22,5232,648,124,UAL932  
3C6448,7067,49.81639,7.60573,2019/01/11,11:34:32.754,-111.68,28.11,630,779,267,DLH24J  
AAB001,3343,50.06954,7.77869,2019/01/11,11:34:32.950,-51.88,18.11,5232,648,124,UAL932  
3C6448,7067,49.81627,7.60189,2019/01/11,11:34:33.803,-111.48,28.35,630,779,267,DLH24J  
AAB001,3343,50.06854,7.78099,2019/01/11,11:34:34.001,-51.71,17.92,5232,648,124,UAL932  
3C6448,7074,49.81615,7.59898,2019/01/11,11:34:34.722,-111.33,28.54,630,781,267,DLH24J  
3C6448,7082,49.81602,7.59616,2019/01/11,11:34:35.638,-111.19,28.72,630,781,267,DLH24J  
AAB001,3343,50.06694,7.78446,2019/01/11,11:34:35.835,-51.47,17.62,5232,648,124,UAL932  
